index,item_id,shop_id,name,sold,historical_sold,liked_count,cmt_count,price,price_min,price_max,rating_star,start1,start2,start3,start4,start5,rcount_with_context,rcount_with_image
0,3187679536,329396034,Mũ lưỡi trai trơn chính hãng CAPMAN thể thao ullzang vải kaki CM99 nhiều màu,1626,15323,21619,5635,10500000000,10500000000,10500000000,4.951535593822119,11,5,35,150,5434,2850,2217
1,13949165413,329396034,"Áo thun nam cổ tròn basic CAPMAN vải cotton dày dặn, co giãn, tay ngắn",2009,27372,2728,6749,14900000000,14900000000,14900000000,4.963391136801541,10,6,23,151,6559,3141,2169
2,8860654190,329396034,"Mũ lưỡi trai chính hãng CAPMAN thể thao, vải dù trơn thoáng mát CM146",558,7595,1515,2854,14900000000,14900000000,14900000000,4.945690259285214,3,6,14,97,2734,1340,1049
3,13640241466,329396034,"Quần lót đùi Boxer nam vải su thoáng khí, co giãn thoải mái cao cấp CAPMAN",774,5311,278,1094,7900000000,7900000000,7900000000,4.962522851919561,4,3,0,16,1071,581,504
4,2947357024,329396034,"Mũ lưỡi trai trơn chính hãng CAPMAN,thể thao vải kaki phong cách ulzzang CM99",111,1612,481,688,10500000000,10500000000,10500000000,4.954941860465116,0,0,5,21,662,394,325
5,8552062466,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu CM127,74,1000,246,469,15000000000,15000000000,15000000000,4.978678038379531,0,0,1,8,460,227,182
6,6686763870,329396034,Mũ lưỡi trai chính hãng CAPMAN thể thao jean phối lướI màu xanh CM119,61,985,385,410,20000000000,20000000000,20000000000,4.946341463414634,2,0,2,10,396,190,132
7,3173187161,329396034,Mũ lưỡi trai phom 5panel chính hãng CAPMAN phong cách hiphop màu đen CM132,37,1091,228,393,20000000000,20000000000,20000000000,4.933842239185751,1,0,5,12,375,164,106
8,8304941880,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao vải da lộn CM05,16,669,18297,273,20000000000,20000000000,20000000000,4.941391941391942,0,0,3,10,260,131,97
9,7260926657,329396034,Mũ snapback chính hãng CAPMAN phối lưới mềm phong cách hiphop CM35,16,442,18361,194,20000000000,20000000000,20000000000,4.907216494845361,2,1,1,5,185,87,62
10,8869465903,329396034,"Mũ lưỡi trai trơn CAPMAN chính hãng, CM99 phong cách ulzzang unisex",120,582,100,206,10500000000,10500000000,10500000000,4.975728155339806,0,0,1,3,202,110,90
11,8660681389,329396034,Mũ snapback chính hãng CAPMAN phong cách hiphop vải da lộn trơn màu đen CM148,83,935,185,368,20000000000,20000000000,20000000000,4.983695652173913,0,0,0,6,362,179,119
12,6786102002,329396034,Mũ lưỡi trai phom 5panel CAPMAN phong cách thể thao vải dù CM112 màu trắng xanh,16,653,296,276,24000000000,24000000000,24000000000,4.978260869565218,0,0,0,6,270,119,87
13,8000449269,329396034,"Mũ lưỡi trai chính hãng CAPMAN thể thao, màu trắng in hoạ tiết CM111",10,213,62,92,24000000000,24000000000,24000000000,4.989130434782608,0,0,0,1,91,39,31
14,12440751770,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu vải kaki cotton CM18,84,1116,286,440,20000000000,20000000000,20000000000,4.947727272727272,1,1,2,12,424,213,164
15,7477028113,329396034,Mũ lưỡi trai phom 5 panel chính hãng CAPMAN dáng thể thao màu Xanh Xám CM117,17,274,78,101,20000000000,20000000000,20000000000,4.97029702970297,0,0,1,1,99,46,33
16,7088977876,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu vải da lộn CM141,66,617,183,238,20000000000,20000000000,20000000000,4.932773109243698,0,0,2,12,224,95,65
17,9235963816,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao vải nhung tăm CM98 màu đen,228,1637,18256,632,20000000000,20000000000,20000000000,4.938291139240507,2,0,6,19,605,312,234
18,13647447437,329396034,Mũ lưỡi trai CAPMAN dáng thể thao ôm đầu vải thun mè thoáng mát CM47,27,392,81,166,18000000000,18000000000,18000000000,4.9156626506024095,1,0,3,4,158,68,58
19,6360926949,329396034,"Mũ lưỡi trai chính hãng CAPMAN, thể thao baseball CM154 vải mềm thoáng mát",3,156,17977,62,20000000000,20000000000,20000000000,4.967741935483871,0,0,1,0,61,34,31
20,9044231666,329396034,Mũ lưỡi trai thể thao CAPMAN chính hãng CM117 phom 5panel màu trắng hồng phối lưới,7,121,28,44,20000000000,20000000000,20000000000,5,0,0,0,0,44,24,20
21,12940855937,329396034,Túi bao tử đeo chéo chính hãng CAPMAN vải canvas chống nước nhiều ngăn,156,645,189,258,18000000000,18000000000,18000000000,4.957198443579767,0,1,3,5,249,99,79
22,10666016411,329396034,Mũ lưỡi trai thể thao CAPMAN phối lưới CM30 vải da lộn thoáng mát,42,341,67,126,20000000000,20000000000,20000000000,4.984126984126984,0,0,0,2,124,45,32
23,11170307317,329396034,Mũ lưỡi trai CAPMAN dáng thể thao ôm đầu phối lưới thoáng mát CM30,84,946,124,382,20000000000,20000000000,20000000000,4.945026178010472,0,2,3,9,368,166,120
24,11766210855,329396034,Mũ lưỡi trai phom 5 panel chính hãng CAPMAN dáng thể thao màu đen họa tiết xám CM46,13,362,75,129,24000000000,24000000000,24000000000,4.953488372093023,1,0,0,2,126,43,28
25,11468685686,329396034,Mũ lưỡi trai phom 5panel chính hãng CAPMAN vải dù phối màu trắng xanh CM33,13,138,27,53,20000000000,20000000000,20000000000,4.962264150943396,0,0,0,2,51,19,12
26,8660685004,329396034,Mũ snapback chính hãng CAPMAN phong cách hiphop vải da lộn trơn màu xám CM59,8,107,29,49,24000000000,24000000000,24000000000,4.8979591836734695,0,0,1,3,45,25,19
27,11466487761,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu vải dù CM19,7,75,11,32,20000000000,20000000000,20000000000,4.96875,0,0,0,1,31,12,7
28,3977451005,329396034,Mũ lưỡi trai CAPMAN chính hãng phom dáng thể thao vải nhung tăm CM102,2,58,17858,23,34000000000,34000000000,34000000000,4.956521739130435,0,0,0,1,22,13,7
29,8357446614,329396034,Mũ bucket CAPMAN vành cụp màu xanh đen CM79 dành cho nam nữ,146,386,233,133,13000000000,13000000000,13000000000,4.992481203007519,0,0,0,1,132,74,51
30,9860594697,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM80 màu trắng phối hoa văn,1,81,22,35,24000000000,24000000000,24000000000,4.9714285714285715,0,0,0,1,34,12,7
31,13550433969,329396034,Mũ lưỡi trai phom 5 panel chính hãng CAPMAN dáng thể thao màu đen CM29,7,74,17,29,24000000000,24000000000,24000000000,5,0,0,0,0,29,9,8
32,12849130135,329396034,Mũ lưỡi trai chính hãng CAPMAN dáng thể thao ôm đầu vải kaki cotton CM86,3,96,16,26,24000000000,24000000000,24000000000,4.961538461538462,0,0,0,1,25,12,8
33,14733371058,329396034,Áo thun unisex CAPMAN basic TEE phom rộng tay lỡ dành cho nam nữ,6305,25993,8803,8187,14900000000,14900000000,14900000000,4.948191593352884,21,11,39,240,7876,4066,3225
34,10081254780,329396034,Mũ bucket trơn vành cụp chính hãng CAPMAN phong cách unisex CM̉̀65 dành cho nam nữ,2829,12250,3194,3864,10500000000,10500000000,10500000000,4.957028216412115,4,6,14,107,3733,2000,1609
35,13740749170,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu vải dù màu xám CM16,3,20,6,7,34000000000,34000000000,34000000000,5,0,0,0,0,7,2,2
36,10266503216,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao ôm đầu vải dù màu kem CM21,0,19,14,8,34000000000,34000000000,34000000000,5,0,0,0,0,8,4,3
37,12749109092,329396034,Mũ lưỡi trai chính hãng CAPMAN dáng thể thao ôm đầu vải thun mè CM48,10,60,6,21,28000000000,28000000000,28000000000,5,0,0,0,0,21,7,5
38,10268781113,329396034,Mũ lưỡi trai CAPMAN dáng thể thao ôm đầu phối màu đen trắng CM28,5,37,8,11,20000000000,20000000000,20000000000,5,0,0,0,0,11,5,5
39,8271733102,329396034,Mũ snapback chính hãng CAPMAN phong cách hiphop CM11 màu xám thêu họa tiết,1,19,15,8,15000000000,15000000000,15000000000,5,0,0,0,0,8,1,1
40,15106750751,329396034,Mũ lưỡi trai chính hãng CAPMAN dáng thể thao CM52 vải dù phối lưới thoáng mát,2,32,7,11,24000000000,24000000000,24000000000,5,0,0,0,0,11,7,3
41,17600133555,329396034,"Túi đeo chéo nam CAPMAN vải canvas CM32 nhiều ngăn chống nước, đeo vai phong cách Hàn",595,1431,810,541,25000000000,25000000000,25000000000,4.957486136783734,0,1,1,18,521,203,171
42,17300107638,329396034,"Áo vạt bầu thun trơn CAPMAN vải cotton co giãn, dày dặn, phom regular fit thoáng mát",149,1327,153,379,14900000000,14900000000,14900000000,4.949868073878628,1,0,3,9,366,126,90
43,16200096251,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM70 viền cam không nút,16,124,30,39,24000000000,24000000000,24000000000,5,0,0,0,0,39,14,9
44,15643892733,329396034,Mũ lưỡi trai CAPMAN phom dáng thể thao ôm đầu CM23 vải kaki cam xanh,21,107,26,42,20000000000,20000000000,20000000000,4.809523809523809,1,0,2,0,39,17,14
45,16511025478,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM74 không nút chính hãng,8,49,11,13,24000000000,24000000000,24000000000,5,0,0,0,0,13,5,3
46,16900065611,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM08 phối lưới thoáng mát,6,43,5,14,34000000000,34000000000,34000000000,4.928571428571429,0,0,0,1,13,5,3
47,15321481636,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao CM56 vải dù phối lưới,5,94,10,32,24000000000,24000000000,24000000000,5,0,0,0,0,32,11,7
48,10886641930,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM09 họa tiết caro màu đen kem,2,15,8,6,34000000000,34000000000,34000000000,5,0,0,0,0,6,1,0
49,10478493726,329396034,Mũ lưỡi trai chính hãng CAPMAN phom dáng thể thao CM58 vải dù màu kem,3,38,16,17,24000000000,24000000000,24000000000,4.882352941176471,0,0,0,2,15,8,8
50,12572788078,329396034,Mũ lưỡi trai CAPMAN dáng thế thao ôm đầu CM22 vải dù phối lưới,2,16,8,11,24000000000,24000000000,24000000000,5,0,0,0,0,11,5,5
51,16260103790,329396034,Áo thun unisex CAPMAN basic TEE phom rộng tay lỡ dành cho nam nữ,6492,11179,9197,3475,14900000000,14900000000,14900000000,4.948762233736327,8,3,14,112,3338,1958,1614
52,20608951633,329396034,QUÀ TẶNG khẩu trang màu đen in logo thương hiệu CAPMAN kháng khuẩn 2 lớp size dành cho nam,1000,1047,10,325,1500000000,1500000000,1500000000,4.996923076923077,0,0,0,1,324,38,35
53,17160668205,329396034,Mũ bucket vành cụp CAPMAN phong cách unisex CM02 nhung tăm dành cho nam nữ,224,420,154,130,15000000000,15000000000,15000000000,4.976923076923077,0,0,1,1,128,64,53
54,15872045199,329396034,Mũ lưỡi trai dáng thể thao CAPMAN chính hãng ôm đầu CM20 vải jean wash,189,569,424,186,15000000000,15000000000,15000000000,4.940860215053763,0,0,1,9,176,85,66
55,17734372466,329396034,"Áo polo nam trơn cổ bẻ basic CAPMAN vải cá sấu thoáng mát, chuẩn form lịch lãm",175,417,100,119,24000000000,24000000000,24000000000,4.957983193277311,0,0,2,1,116,35,31
56,16964489989,329396034,Nón bucket vành cụp CAPMAN màu trắng chữ xanh CM103 phong cách unisex dành cho nam nữ,132,210,210,70,18000000000,18000000000,18000000000,5,0,0,0,0,70,32,26
57,17749941801,329396034,Mũ lưỡi trai thể thao CAPMAN chính hãng CM51 ôm đầu thêu chữ basic,112,183,113,73,15000000000,15000000000,15000000000,4.986301369863014,0,0,0,1,72,38,33
58,15968725930,329396034,Mũ bucket vành cụp chính hãng CAPMAN phong cách unisex CM43 dành cho nam nữ,151,482,222,171,15000000000,15000000000,15000000000,4.976608187134503,0,0,0,4,167,74,64
59,15675520942,329396034,Mũ lưỡi trai thể thao CAPMAN chính hãng CM50 thêu chữ basic,67,108,65,38,15000000000,15000000000,15000000000,4.973684210526316,0,0,0,1,37,21,16
