index,item_id,shop_id,name,sold,historical_sold,liked_count,cmt_count,price,price_min,price_max,rating_star,start1,start2,start3,start4,start5,rcount_with_context,rcount_with_image
0,2892315815,97103138,Viên Cấp Nước Cho Da Nature's Way Hydraplenish 60 viên,4,140,41,41,32550000000,32550000000,32550000000,4.829268292682927,1,0,1,1,38,23,22
1,2894317496,97103138,Thực phẩm bổ sung tăng đề kháng Nature's Way Sambucus Gummies 60 Viên,4,118,54,31,26350000000,26350000000,26350000000,4.741935483870968,0,0,4,0,27,13,10
2,2880065678,97103138,Vitamin tổng hợp Nature's Way Alive Hair Skin & Nail Gummies 60 Viên,1,59,50,20,28800000000,28800000000,28800000000,4.8,0,0,1,2,17,10,6
3,2892422004,97103138,Thực phẩm bổ sung Hỗ Trợ Gan Nature's Way Milk Thistle SE 120 viên,0,23,18,9,33250000000,33250000000,33250000000,5,0,0,0,0,9,4,3
4,3113263980,97103138,Thực phẩm bổ sung Nature's Way Blood Sugar 90 Viên,4,23,6,5,24250000000,24250000000,24250000000,5,0,0,0,0,5,2,2
5,2913965633,97103138,Thực phẩm bổ sung Vitamin tổng hợp cho trẻ em Nature's Way Alive Children's Multi-Vitamin 120 Viên,0,9,7,4,40800000000,40800000000,40800000000,4,1,0,0,0,3,1,1
6,10989859987,97103138,Thực phẩm bổ sung Nature's way Goldenseal Root 100 viên,0,0,1,0,55775000000,55775000000,55775000000,0,0,0,0,0,0,0,0
