index,item_id,shop_id,name,sold,historical_sold,liked_count,cmt_count,price,price_min,price_max,rating_star,start1,start2,start3,start4,start5,rcount_with_context,rcount_with_image
0,4159605831,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Từ điển tiếng em,354,6555,3145,2799,4968000000,4968000000,4968000000,4.922087205146533,6,6,34,111,2642,1235,954
1,7845123467,284634361,Sách - 999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản hạnh Phúc Nhất (Bộ 2 cuốn),194,6063,4749,2420,9159000000,9159000000,19092000000,4.956989247311828,3,6,12,56,2343,1134,1005
2,8667075482,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tôi Vẽ - Phương Pháp Tự Học Vẽ Truyện Tranh,64,947,760,491,7400000000,7400000000,7400000000,4.951020408163266,0,2,3,15,471,282,238
3,8471323399,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,45,2400,1436,1251,10440000000,10440000000,10440000000,4.924739791833467,6,5,8,45,1187,735,669
4,8411040477,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Học tiếng anh little stories bộ 10 cuốn(lẻ tuỳ chọn),197,2187,1235,630,4550000000,4550000000,5200000000,4.963492063492064,1,0,1,17,611,386,355
5,4750681495,284634361,[Mã LIFEM157 giảm 12% đơn 150K] Flashcard - Chủ Đề Bất Kì Dành Cho Bé (Ngẫy nhiên),162,2052,141,922,5000000000,5000000000,5000000000,4.981561822125814,1,0,2,9,910,654,621
6,8971327490,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Những Tù Nhân Của Địa Lý,33,267,92,108,15750000000,15750000000,15750000000,4.953703703703703,0,0,1,3,104,67,59
7,9031698578,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tuyển tập những truyện hay nhất của tác giả Nguyễn Nhật Ánh (lẻ tuỳ chọn),161,2246,1200,639,6000000000,6000000000,10400000000,4.930926216640502,3,6,2,16,612,340,312
8,7958580860,284634361,"Sách - Nhà giả kim+ Đắc nhân tâm Quẳng gánh lo+Tuổi trẻ đáng giá+Khéo ăn nói+Đọc vị bất kì ai+Cư xử như đàn( lẻ,tuỳ chon",286,3336,1026,961,5520000000,5520000000,16660000000,4.95525494276795,2,2,3,23,931,450,406
9,5254980887,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tôi Quyết Định Sống Cho Chính Tôi,14,588,502,326,7216000000,7216000000,7216000000,4.969325153374233,1,0,0,6,319,160,141
10,7555786086,284634361,"Sách - Combo Giáo Trình Tiếng Hàn Tổng Hợp Dành Cho Người Việt Nam Sơ Cấp 1 (Combo, lẻ tùy chọn)",112,1203,338,491,5040000000,5040000000,15840000000,4.961303462321792,2,0,1,9,479,292,245
11,3954540018,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách- Phải lòng với cô đơn.,5,497,408,255,6708000000,6708000000,6708000000,4.968627450980392,0,0,2,4,249,125,109
12,6146632354,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách -Combo Đời Ngắn Đừng Ngủ Dài và Đừng Lựa Chọn An Nhàn Khi Còn Trẻ,12,228,80,102,13572000000,13572000000,13572000000,4.990196078431373,0,0,0,1,101,51,47
13,4346634739,284634361,"Sách - Combo 2 cuốn: Sống Thực Tế Giữa Đời Thực Dụng + Đừng Lựa Chọn An Nhàn Khi Còn Trẻ(combo, lẻ)",20,769,595,339,7920000000,7920000000,17100000000,4.961651917404129,0,0,2,9,328,166,142
14,4575991806,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Dạy con làm giàu bộ 13 tập (lẻ, tuỳ chọn)",119,2099,418,453,3600000000,3600000000,12400000000,4.966887417218543,0,0,0,15,438,247,219
15,4947248912,284634361,"Sách - Bạn đắt giá bao nhiêu, khí chất bao nhiêu hạnh phúc, lấy tình thâm mà đổi, không tự khinh bỉ (Combo,lẻ)",105,1751,1554,634,7973000000,7973000000,35964000000,4.941640378548896,1,0,9,15,609,345,310
16,5845120833,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Sức Mạnh Của Ngôn Từ - Cuốn sách yêu thích của V (BTS),34,696,960,390,6912000000,6912000000,6912000000,4.97948717948718,0,1,0,5,384,227,209
17,9319196752,284634361,"[Mã LIFEM157 giảm 12% đơn 150K] Sách - Thần Số Học: Thấu Hiểu Nhân Tâm và Thần Số Học Ứng Dụng( Lẻ, combo tuỳ chọn)",6,666,314,258,10320000000,10320000000,10320000000,4.9689922480620154,0,0,0,8,250,118,109
18,9413956479,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Vui Vẻ Không Quạu Nha,22,594,233,274,5382000000,5382000000,5382000000,4.952554744525547,1,1,2,2,268,85,81
19,4378162380,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Chúng ta rồi sẽ hạnh phúc, theo những cách khác nhau",18,549,986,248,6708000000,6708000000,6708000000,4.955465587044534,0,1,2,7,238,110,99
20,4447264822,284634361,"Sách - Combo Cân bằng cảm xúc cả lúc bão giông + Nóng giận là bản năng Tĩnh lặng là bản lĩnh(combo,lẻ)",249,1549,778,513,7120000000,7120000000,14550000000,4.912280701754386,6,1,3,12,491,225,205
21,9900030449,284634361,"Sách-Combo 5 cuốn:Đắc nhân tâm+Đừng lựa chọn an nhàn khi còn trẻ+Đi tìm lẽ sống+Đời ngắn+Đọc vị( bô, lẻ tùy chọn)",36,771,476,262,5925000000,5925000000,7920000000,4.935114503816794,1,0,3,7,251,140,117
22,6346305713,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Cuộc Sống Rất Giống Cuộc Đời + Cuộc Sống Đếch Giống Cuộc Đời (Combo, lẻ)",19,680,526,256,5760000000,5760000000,11826000000,4.913725490196079,1,3,2,8,242,125,106
23,8936955342,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Một Cuốn Sách Buồn… Cười - Vui Vẻ Không Quạu 2,22,299,150,143,5688000000,5688000000,5688000000,4.993006993006993,0,0,0,1,142,58,54
24,8029089306,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Combo Yêu Những Điều Không Hoàn Hảo Và Bước Chậm Lại Giữa Thế Gian Vội Vã,17,570,290,237,16128000000,16128000000,16128000000,4.924050632911392,0,1,2,11,223,138,122
25,6654980752,284634361,"Sách - Combo Nói Nhiều Không Bằng Nói Đúng, Khéo Ăn Nói Sẽ Có Được Thiên Hạ, Hài Hước Một Chút Thế Giới Sẽ Khác Đi(lẻ)",48,509,221,197,6030000000,6030000000,9350000000,4.9238578680203045,1,0,3,5,188,104,93
26,6990342884,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Truyện Harry Potter Tập 1,2,3,4,5,6,7,8 (Lẻ tuỳ chọn)",87,855,357,233,10800000000,10800000000,26625000000,4.9742489270386265,1,0,0,2,230,129,116
27,3246797805,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Tuổi Trẻ Đáng Giá Bao Nhiêu + Đừng Lựa Chọn An Nhàn Khi Còn Trẻ,3,255,132,131,14175000000,14175000000,14175000000,4.931297709923665,1,0,1,3,126,60,51
28,2933919402,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Dám Bị Ghét + Dám Hạnh Phúc (Bộ 2 Cuốn)(lẻ, combo tuỳ chọn)",48,601,1100,236,7680000000,7680000000,15656000000,4.940677966101695,1,0,1,8,226,138,133
29,4059614443,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Mèo mốc ( 6 cuốn, lẻ tuỳ chọn )",11,517,114,118,7310000000,7310000000,10900000000,4.9491525423728815,0,1,1,1,115,55,42
30,8802065694,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Hạt Giống Tâm Hồn Bộ 16 cuốn (Lẻ tuỳ chọn),45,865,151,190,4640000000,4640000000,5120000000,4.93010752688172,0,0,4,5,181,114,100
31,11730027166,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Đại dương đen: Những câu chuyện từ thế giới của trầm cảm,23,445,295,177,17760000000,17760000000,17760000000,4.943502824858757,1,0,2,2,172,97,85
32,9556516089,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tuyển tập truyện hay nhất của tác giả Nguyễn Nhật Ánh (lẻ tuỳ chọn),70,654,254,180,4250000000,4250000000,8625000000,4.944444444444445,0,0,4,2,174,102,98
33,3692554163,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Trong Mỗi Chúng Ta Đều Có Một Đứa Trẻ Cần Vỗ Về,3,166,81,70,8568000000,8568000000,8568000000,4.985714285714286,0,0,0,1,69,44,40
34,7080095889,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Ngôn Tình Diệp Lạc Vô Tâm (lẻ tuỳ chọn),45,899,948,276,7722000000,7722000000,17004000000,4.88768115942029,2,0,6,11,257,151,130
35,8671338230,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Nhà đầu tư thông minh 2020,14,308,80,114,14726000000,14726000000,14726000000,4.93859649122807,0,0,1,5,108,54,47
36,4856976007,284634361,Sách - Giáo Trình Tiếng Hàn Tổng Hợp Dành Cho Người Việt Nam Sơ Cấp & Trung Cấp (12 Quyển Lẻ Tùy Chọn),12,295,219,65,5040000000,5040000000,21240000000,5,0,0,0,0,65,44,37
37,8051364883,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Trong Khi Chờ Đợi Godot + Cây Cam Ngọt Của Tôi (lẻ tuỳ chọn),7,313,125,154,8208000000,8208000000,8208000000,4.974025974025974,0,0,0,4,150,73,68
38,7077447034,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Muôn Kiếp Nhân Sinh( các phiên bản),8,371,96,113,7154000000,7154000000,18240000000,4.867256637168142,2,1,0,4,106,68,61
39,4355792675,284634361,"Sách - Combo Giáo Trình Tiếng Hàn Tổng Hợp Dành Cho Người Việt Nam Sơ Cấp 2 (Combo 2q, lẻ tùy chọn)",11,176,39,77,5040000000,5040000000,15840000000,4.974025974025974,0,0,0,2,75,36,29
40,9771331893,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - How Psychology Works - Hiểu Hết Về Tâm Lý Học,21,306,480,127,22500000000,22500000000,22500000000,4.905511811023622,0,2,1,4,120,67,62
41,4764763451,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Kỷ Luật Tự Giác,4,212,104,93,6552000000,6552000000,6552000000,4.946236559139785,0,0,1,3,89,43,36
42,7272017166,284634361,"Sách - VãnTình :Không sợchậm chỉ sợ dừng+Bạn đắt giá+Khí chất+Không tự khinh bỉ+ Lấy tình thâm(lẻ,tùy chọn)",1,224,49,57,7722000000,7722000000,12900000000,4.947368421052632,0,0,1,1,55,24,21
43,11211436828,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo nhập môn tarot và nhật ký tarot,8,154,144,58,23925000000,23925000000,23925000000,4.9655172413793105,0,0,0,2,56,35,34
44,6455446982,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tôi Không Thích Ồn Ào,5,231,248,109,5850000000,5850000000,5850000000,4.990825688073395,0,0,0,1,108,41,40
45,11108136454,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tuyển tập sách OSHO Yêu, Đàn Ông, Phụ Nữ, Ươm Mầm (lẻ tuỳ chọn)",13,239,229,50,7630000000,7630000000,18800000000,4.96,0,0,1,0,49,22,21
46,6563332532,284634361,"Sách- 4 cuốn:Cà Phê Cùng Tony,Trên Đường Băng+Sống thực tế giữa đời thực dụng+Tuổi trẻ đáng giá bao nhiêu( Trọn bộ,lẻ)",10,280,92,105,6560000000,6560000000,29564000000,4.9523809523809526,0,0,1,3,101,65,56
47,8942626819,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Mình Chỉ Là Người Bình Thường Kulzsc,23,463,430,205,10764000000,10764000000,10764000000,4.941463414634146,0,2,0,6,197,92,83
48,9364547374,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Không Tức Giận Bạn Đã Thắng,3,165,186,61,11622000000,11622000000,11622000000,4.967213114754099,0,0,0,2,59,30,29
49,9942955434,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,12,305,202,132,10800000000,10800000000,10800000000,4.901515151515151,0,1,0,10,121,68,64
50,4462002259,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Con Chim Xanh Biếc Bay Về (Nguyễn Nhật Ánh) (Bìa cứng, mềm tuỳ chọn)",3,164,68,83,17550000000,17550000000,17550000000,4.867469879518072,0,0,2,7,74,41,34
51,2955136715,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Đàn ông sao hoả đàn bà sao kim,17,177,61,67,12596000000,12596000000,12596000000,4.925373134328358,0,0,1,3,63,37,36
52,6791403385,284634361,Sách - Tuyển tập Phạm Xuân Ẩn ( X6 Điệp viên hoàn hảo + Một người việt trầm lặng) Lẻ tuỳ chọn,7,157,18,51,7360000000,7360000000,19910000000,5,0,0,0,0,51,22,20
53,6570625721,284634361,"Sách - Combo Thầy Thích Nhất Hạnh :Tĩnh Lặng+Muốn An Được An+Gieo Trồng Hạnh Phúc+Tìm Bìn Yên (Lẻ, trọn bộ tuỳ chọn)",34,470,95,85,4830000000,4830000000,12640000000,4.952941176470588,0,0,1,2,82,42,42
54,7371404367,284634361,[Mã LIFEM157 giảm 12% đơn 150K] Sách - Ếch Ộp – Tuyển Tập Truyện Siêu Ngắn,1,270,53,117,7565000000,7565000000,7565000000,4.957264957264957,0,0,1,3,113,57,41
55,10404192282,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Luật Tâm Thức – Giải Mã Ma Trận Vũ Trụ,6,688,289,253,21150000000,21150000000,27200000000,4.876984126984127,2,1,5,13,232,118,104
56,8113975979,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Zenbooks - Làm Sao Học Ít Hiểu Nhiều?,1,100,95,50,9600000000,9600000000,9600000000,4.98,0,0,0,1,49,25,20
57,8205538795,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Không Sợ Chậm Chỉ Sợ Dừng - Vãn Tình,4,295,66,124,9288000000,9288000000,9288000000,4.935483870967742,0,0,0,8,116,70,58
58,9419131557,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Rất Thích Rất Thích Em (Tặng Kèm Bookmark),4,124,94,57,9983000000,9983000000,9983000000,4.894736842105263,1,0,1,0,55,28,27
59,5893427007,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề,22,245,92,112,4680000000,4680000000,4680000000,4.991071428571429,0,0,0,1,111,51,45
60,8442948812,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Eat Clean - Ăn Sạch Sống Khỏe Q2,7,236,63,76,13604000000,13604000000,13604000000,4.9868421052631575,0,0,0,1,75,34,33
61,5567760872,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tuyển tập các tác phẩm của Tác giả Nguyên Phong(Lẻ tuỳ chọn),27,555,79,75,6864000000,6864000000,18760000000,4.946666666666666,0,0,1,2,72,38,33
62,7045120591,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Kỹ Năng Giao Tiếp Đỉnh Cao,31,271,161,106,7200000000,7200000000,7200000000,4.981132075471698,0,0,0,2,104,35,32
63,10515924830,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Xí Xọn Online tập 1,2,3...28(lẻ ngẫu nhiên)",8,633,51,317,2250000000,2250000000,2250000000,4.933753943217666,2,1,3,4,307,244,236
64,7255182131,284634361,Sách - Giáo Trình Hán Ngữ 2 Tập 1 Quyển Hạ,0,176,14,53,8280000000,8280000000,8280000000,4.962264150943396,0,0,0,2,51,23,18
65,5358939667,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Tư duy phản biện và rèn luyện tư duy phản biện,8,207,118,85,13432000000,13432000000,13432000000,4.964705882352941,0,0,0,3,82,34,29
66,3878248594,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Hậu Vận Rất Đắt, Xin Đừng Lãng Phí",0,197,43,77,9288000000,9288000000,9288000000,4.935064935064935,1,0,0,1,75,40,39
67,9329093304,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Ám Ảnh Từ Kiếp Trước + Kiếp Nào Ta Cũng Tìm Thấy Nhau (2 cuốn),22,273,126,119,13536000000,13536000000,13536000000,4.949579831932773,0,0,1,4,114,70,67
68,8271324669,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Dưỡng Da Toàn Thư,3,74,44,29,8568000000,8568000000,8568000000,4.896551724137931,0,0,0,3,26,16,14
69,8234685880,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Men Chase Women Choose - Chuyện Tình Yêu Bạn Biết Được Bao Nhiêu?,7,212,105,77,8175000000,8175000000,8175000000,4.974025974025974,0,0,0,2,75,29,27
70,9848830630,284634361,"Sách Bộ 4 Cuốn Jim Rohn: Bốn Mùa Cuộc Sống, Chìa Khoá Thành Công, Những Mảnh Ghép Cuộc Đời, Triết Lý Cuộc Đời",7,188,37,60,22344000000,22344000000,22344000000,4.966666666666667,0,0,0,2,58,28,25
71,6759863604,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Lòng Tốt Của Bạn Cần Thêm Đôi Phần Sắc Sảo (tập 1+2) LẺ TUỲ CHỌN,13,271,231,84,7992000000,7992000000,8200000000,4.880952380952381,0,1,2,3,78,39,32
72,11810569079,284634361,Sách - Bác sĩ Bác sĩ Trần Quốc Khánh: Nơi ánh sáng không bao giờ tắt và bác sĩ tốt nhất của nhà mình(lẻ tuỳ chọn),0,160,19,45,11920000000,11920000000,24336000000,4.978260869565218,0,0,0,1,45,18,15
73,6358933799,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Combo Đàn Ông Sao Hỏa Đàn Bà Sao Kim và Cư Xử Như Đàn Bà Suy Nghĩ Như Đàn Ông,6,217,77,93,21384000000,21384000000,21384000000,5,0,0,0,0,93,53,52
74,7077466264,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Thay Đổi Cuộc Sống Với Nhân Số Học và Tarot Nhập Môn (lẻ, combo tuỳ chọn)",3,106,134,53,9600000000,9600000000,27968000000,5,0,0,0,0,53,26,27
75,5554935519,284634361,"[Mã LIFEMALL995 giảm 10% đơn 99K] Sách - Combo Muôn kiếp nhân sinh và hình trình về phương đông (Lẻ, combo)",1,191,79,67,8850000000,8850000000,20020000000,4.940298507462686,0,0,1,2,64,23,19
76,8467125987,284634361,Sách - Chiêm Tinh Học - Vận Dụng Trí Tuệ Về Các Vì Sao Vào Đời Sống và toàn thư chiêm tinh học nhập môn (lẻ tuỳ chọn),0,68,103,25,25900000000,25900000000,26250000000,4.92,0,0,0,2,23,20,20
77,6951826366,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Trời Sinh Vụng Về, Hãy Bù Đắp Bằng Sự Kiên Trì",1,143,183,73,9288000000,9288000000,9288000000,4.986301369863014,0,0,0,1,72,20,20
78,4355202763,284634361,[Mã LIFEMALL995 giảm 10% đơn 99K] Sách-Trọn bộ giáo trình Hán Ngữ Tập 1 và 2 (Phiên bản mới),0,132,53,56,14688000000,14688000000,14688000000,4.946428571428571,0,0,0,3,53,32,30
79,7768039401,284634361,"Sách - Combo Ho’oponopono: Sống Như Người Hawaii – Chấp Nhận, Biết Ơn Và Power vs Force - Trường Năng Lượng (Lẻ tuỳ chọn",19,212,81,75,8175000000,8175000000,26400000000,4.96,0,0,0,3,72,51,46
80,4463550393,284634361,"Sách - Combo Trên đường băng, cà phê cùng tony, nhà giả kim, đời ngắn đừng ngủ dài (Combo,lẻ tuỳ chọn)",12,213,79,72,5520000000,5520000000,7200000000,4.944444444444445,0,0,1,2,69,42,39
81,3382345542,284634361,"[Mã LIFEM157 giảm 12% đơn 150K] Sách - Từ tốt đến vĩ đại, xây dựng để trường tồn, vĩ đại do bạn lựa chon( lẻ tuỳ chọn)",6,170,15,38,9360000000,9360000000,33696000000,5,0,0,0,0,38,26,23
82,9104095336,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Người bà tài giỏi vùng Saga – Tập 1,2,3,4,5",0,166,51,46,3825000000,3825000000,5200000000,4.978260869565218,0,0,0,1,45,23,24
83,9867059904,284634361,"Sách - Tuyển tập bộ Khái Lược Những Tư Tưởng Lớn :Tâm lý học, kinh doanh, triết học, tôn giáo, chính trị..(lẻ tuỳ chọn)",16,162,564,47,27300000000,27300000000,30420000000,4.9787234042553195,0,0,0,1,46,26,24
84,4082073568,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tiểu vũ trụ - tô màu thế giới 12 chòm sao,6,121,225,64,8502000000,8502000000,8502000000,4.921875,0,0,2,1,61,37,29
85,7754269877,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách- Đừng chỉ đẹp mà không hiểu chuyện.,8,128,115,53,7565000000,7565000000,7565000000,5,0,0,0,0,53,23,22
86,8663335846,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách Combo Hành trình linh hồn và kiếp nào ta cũng tìm thấy nhau,5,141,62,59,16416000000,16416000000,16416000000,4.932203389830509,0,0,1,2,56,30,26
87,6254691820,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách- Green smoothies.,5,108,25,38,11130000000,11130000000,11130000000,4.947368421052632,0,0,1,0,37,24,22
88,6746629359,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Nhiệt độ xã giao,1,93,128,55,8502000000,8502000000,8502000000,4.927272727272728,0,0,2,0,53,27,24
89,5947255131,284634361,"[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - BTS Comic 1, 2 (Bản màu)",0,150,290,76,7565000000,7565000000,13900000000,5,0,0,0,0,76,41,34
90,6348350653,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Sách - Tư Duy Phản Biện 1980books,10,175,89,73,6205000000,6205000000,6205000000,4.945205479452055,0,0,2,0,71,28,27
91,3020406763,284634361,[Mã LIFEM157 giảm 12% đơn từ 150K] Bộ Sách 8 Cuốn Học Tiếng Anh The Way (song ngữ Anh - Việt) (lẻ tuỳ chọn),18,207,257,68,5460000000,5460000000,5740000000,4.897058823529412,0,1,0,4,63,44,36
