index,item_id,shop_id,name,sold,historical_sold,liked_count,cmt_count,price,price_min,price_max,rating_star,start1,start2,start3,start4,start5,rcount_with_context,rcount_with_image
0,12656720982,608124597,Bông tai bạc màu đen viền đá nhỏ 4 lá nhắn phong cách Hàn Quốc BTB06 thời trang nữ Bảo Tín Mạnh Hải,27,166,4718,15,9900000000,9900000000,9900000000,4.2,2,1,0,1,11,14,11
1,14210580776,608124597,"Bông tai bạc nữ xoắn ốc đính đá tinh tế, nhẹ nhàng BTB04 Bảo Tín Mạnh Hải",3,53,4688,7,15000000000,15000000000,15000000000,5,0,0,0,0,7,5,2
2,13758489552,608124597,Dây chuyền Bạc nữ hình trăng sao DB01 Bảo Tín Mạnh Hải,2,7,4710,4,25000000000,25000000000,25000000000,5,0,0,0,0,4,3,2
3,14613475231,608124597,"Lắc tay Bạc nam,nữ được thiết kế khắc tên theo yêu cầu Bảo Tín Mạnh Hải",0,3,4668,2,38000000000,38000000000,38000000000,5,0,0,0,0,2,0,0
4,14710602910,608124597,Bông tai Bạc 925 nữ hình xoắn phong cách hàn quốc BTB02 Bảo Tín Mạnh Hải,0,2,4742,2,22000000000,22000000000,22000000000,5,0,0,0,0,2,0,1
5,10175520095,608124597,Bông tai Bạc nữ 925 hình tim phong cách Hàn Quốc Bảo Tín Mạnh Hải,0,2,4715,2,22000000000,22000000000,22000000000,5,0,0,0,0,2,1,1
6,14410609910,608124597,Bông tai Bạc 925 nữ hình hoa 4 cánh phong cách Hàn Quốc BTB03 Bảo Tín Mạnh hải,0,4,4691,1,25000000000,25000000000,25000000000,5,0,0,0,0,1,1,0
7,10775510943,608124597,Bông tai bạc nữ bám sát khuyên nụ gắn đá sáng đẹp BTB08 Bảo Tín Mạnh Hải,3,6,4719,1,11000000000,11000000000,11000000000,5,0,0,0,0,1,0,0
8,14513476726,608124597,"Lắc tay Bạc nam,nữ được thiết kế khắc tên theo yêu móc giọt nước LB12 Bảo Tín Mạnh Hải",2,4,4704,2,25000000000,25000000000,25000000000,3,1,0,0,0,1,1,1
9,15010213103,608124597,Nhẫn Bạc nữ hình vương miện đính đá thiết kế phong cách Hàn Quốc NB03 của Bảo Tín Mạnh Hải,7,170,4816,11,9800000000,9800000000,9800000000,4.7272727272727275,0,1,0,0,10,8,6
10,13156202500,608124597,"Nhẫn bạc nữ đính đá ổ đá cao sang trọng, thanh lịch Bảo Tín Mạnh Hải",2,5,4730,3,15000000000,15000000000,15000000000,5,0,0,0,0,3,1,1
11,14210203275,608124597,"Nhẫn bạc nữ thiết kế cỏ 4 lá may mắn, phong cách Hàn Quốc NB09 Bảo Tín Mạnh Hải",2,4,4719,2,9000000000,9000000000,9000000000,5,0,0,0,0,2,2,2
12,12158511934,608124597,Dây chuyền Bạc nữ trái tim gắn hoa DB07 Bảo Tín Mạnh Hải,3,51,4651,4,22000000000,22000000000,22000000000,5,0,0,0,0,4,3,2
13,15010207470,608124597,Nhẫn Bạc nam cao cấp thiết kế đính đá nam tính mạnh mẽ Bảo Tín Mạnh Hải,1,3,4696,1,38000000000,38000000000,38000000000,5,0,0,0,0,2,2,2
